Ticker,signal_date,entry_date,exit_date,entry_price,exit_price,size,gross_pnl,net_pnl
PETR4,2018-01-03,2018-01-04,2018-01-10,16.780000686645508,16.799999237060547,595.947532228564,11.918086767991054,-0.09869323269559102
PETR4,2018-01-04,2018-01-05,2018-01-11,16.700000762939453,17.25,598.8023678532963,329.3408454693619,317.32414546859894
PETR4,2018-01-05,2018-01-08,2018-01-12,16.739999771118164,17.299999237060547,597.3715732812128,334.52776200664016,322.51102200686904
PETR4,2018-01-08,2018-01-09,2018-01-15,17.030000686645508,17.350000381469727,587.1990368057792,187.90351257892453,175.8864825782379
PETR4,2018-01-09,2018-01-10,2018-01-16,16.920000076293945,17.649999618530273,591.0165457984052,431.44180788693166,419.42488788685534
PETR4,2018-01-10,2018-01-11,2018-01-17,16.8799991607666,18.36000061035156,592.4170910649412,876.7781535350167,864.7612735358559
PETR4,2018-01-11,2018-01-12,2018-01-18,17.040000915527344,18.21999931335449,586.8544285633054,692.487285462465,680.4702454615496
PETR4,2018-01-12,2018-01-15,2018-01-19,17.31999969482422,18.26000022888184,577.3672157158483,542.7254911202589,530.7081711205641
PETR4,2018-01-15,2018-01-16,2018-01-22,17.350000381469727,18.46999931335449,576.3688634082264,645.5325113888479,633.5151613884664
PETR4,2018-01-16,2018-01-17,2018-01-23,17.920000076293945,18.239999771118164,558.0357119098913,178.5712575121809,166.5533375121046
PETR4,2018-01-17,2018-01-18,2018-01-24,18.350000381469727,19.34000015258789,544.9591167364902,539.5094008378821,527.4910508375007
PETR4,2018-01-18,2018-01-19,2018-01-25,18.309999465942383,19.34000015258789,546.1496609325716,562.53452577176,550.516215772294
PETR4,2018-01-19,2018-01-22,2018-01-26,18.26000022888184,19.93000030517578,547.6451190938651,914.5673906687596,902.5491306685307
PETR4,2018-01-22,2018-01-23,2018-01-29,18.39999961853028,19.850000381469727,543.478272136984,788.0439092396385,776.02550924002
PETR4,2018-01-23,2018-01-24,2018-01-30,18.420000076293945,19.489999771118164,542.8881627894093,580.8901685083488,568.8717485082725
PETR4,2018-01-24,2018-01-25,2018-01-31,19.34000015258789,19.700000762939453,517.0630776164651,186.14302353218477,174.12368353203217
PETR4,2018-01-25,2018-01-26,2018-02-01,19.6200008392334,20.520000457763672,509.6839741211104,458.7153822799931,446.6957622791539
PETR4,2018-01-26,2018-01-29,2018-02-02,19.670000076293945,19.96999931335449,508.3884067723967,152.51613416214417,140.49646416206787
PETR4,2018-01-29,2018-01-30,2018-02-05,19.770000457763672,19.040000915527344,505.81688257235237,-369.24609273322375,-381.2658627336815
PETR4,2018-01-30,2018-01-31,2018-02-06,19.739999771118164,19.989999771118164,506.58561884236303,126.64640471059076,114.62666471081964
PETR4,2018-01-31,2018-02-01,2018-02-07,19.76000022888184,19.440000534057617,506.07286863204,-161.94316352107154,-173.9629235213004
PETR4,2018-02-01,2018-02-02,2018-02-08,20.299999237060547,19.049999237060547,492.61085595232794,-615.76356994041,-627.783869939647
PETR4,2018-02-02,2018-02-05,2018-02-09,19.64999961853028,18.770000457763672,508.90586229680287,-447.83673173039386,-459.8563817300124
PETR4,2018-02-05,2018-02-06,2018-02-14,18.65999984741211,19.25,535.9056849824608,316.1844359123699,304.1657759125225
PETR4,2018-02-06,2018-02-07,2018-02-15,19.96999931335449,19.39999961853028,500.75114390778793,-285.42799921031224,-297.44796920962557
PETR4,2018-02-07,2018-02-08,2018-02-16,19.549999237060547,19.420000076293945,511.5089713683056,-66.49573700246735,-78.51528700170441
PETR4,2018-02-08,2018-02-09,2018-02-19,19.030000686645508,20.049999237060547,525.4860556582953,535.9950150347778,523.9759850340912
PETR4,2018-02-09,2018-02-14,2018-02-20,19.01000022888184,20.440000534057617,526.0389205470407,752.2358169166048,740.216806916376
PETR4,2018-02-14,2018-02-15,2018-02-21,19.5,20.25,512.8205128205128,384.61538461538464,372.59588461538465
PETR4,2018-02-15,2018-02-16,2018-02-22,19.459999084472656,20.739999771118164,513.874638770107,657.7598904754493,645.7404304763648
PETR4,2018-02-16,2018-02-19,2018-02-23,19.549999237060547,21.1200008392334,511.5089713683056,803.0699045740271,791.05035457479
PETR4,2018-02-19,2018-02-20,2018-02-26,19.8799991607666,21.520000457763672,503.01812988680155,824.9503854273953,812.9305054282345
PETR4,2018-02-20,2018-02-21,2018-02-27,20.59000015258789,21.5,485.6726530302202,441.9620401497347,429.9414501495821
PETR4,2018-02-21,2018-02-22,2018-02-28,20.59000015258789,21.459999084472656,485.6726530302202,422.53468938193197,410.5140993817794
PETR4,2018-02-22,2018-02-23,2018-03-01,20.950000762939453,21.030000686645508,477.32695159085614,38.18611971011215,26.16516970934921
PETR4,2018-02-23,2018-02-26,2018-03-02,21.39999961853028,21.51000022888184,467.28972795592904,51.402155286166135,39.380755286547604
